Title	Alternative Title	Year	Director	ASL	Country	Scope	Cinematographer	Editor	Studio
Minotaur 		2006	English, Jonathon 	2.48			Morris, Nic 	Hamilton, Eddie 	
Minus Man, The 		1999	Fancher, Hampton 	5.5	USA 		Bukowski, Bobby 	Ramsay, Todd 	
Mio fratello ? figlio unico 	My Brother is an Only Child 	2006	Luchetti, Daniele 	7.37			Collepiccolo, Claudio 	Garrone, Mirco 	
Mio nome e Shanghai Joe 	Shanghai Joe 	1973	Caiano, Mario 	5.65	ITA 	s 	Mancori, Guglielmo 	Giomini, Amadeo 	
Miracle 		2004	O'Connor, Gavin 	3.15	USA 	s 	Gilroy, John 	Stoloff, Daniel 	DIS
Miracle des loups, le 		1924	Bernard, Raymond 	5.5	FRA 				
Miracle in the Rain 		1956	Maté, Rudolph 	7.6	USA 		Metty, Russell 	Reilly, Thomas 	WAR
Miracle on 34th. Street 		1947	Seaton, George 	8.8	USA 		Clark, Charles 	Simpson, Robert 	FOX
Miracle on 34th. Street 		1994	Mayfield, Les 	4.8	USA 		Macat, Julio 	Gosnell, Raja 	FOX
Miracle Woman 		1931	Capra, Frank 	10.4	USA 		Walker, Joseph 	Wright, Maurice 	COL
Miracle Worker, The 		1962	Penn, Arthur 	10.3	USA 		Caparros, Ernest 	Avakian, Aram 	
Miracle, The 		1959	Rapper, Irving 	8.6	USA 	s 	Haller, Ernest 	Bracht, Frank 	WAR
Mirage 		1965	Dmytryk, Edward 	6.7	USA 		MacDonald, Joseph 	Kent, Ted J. 	UNI
Miranda 		1947	Annakin, Ken 	11.4	BRI 		Hughes, Ray 	Hales, Gordon 	GAI
Miranda 		2001	Munden, Marc 	4.23	BRI 		Davis, Ben 	Diver, Bill 	F4
Mirror Crack'd, The 		1980	Hamilton, Guy 	7.9	BRI 		Challis, Christopher 	Marden, Richard 	
Mirror has Two Faces, The 		1996	Streisand, Barbra 	5.6	USA 		Spinotti & Bartkowia 	Werrner, Jeff 	TRI
Mirror Mirror 		2012	Singh, Tarsem 	2.15	USA 		Galvin, Brendan 	Duffy, Robert & Moore, Nick 	
MirrorMask 		2004	McKean, Dave 	3.93			Stearn, Anthony 	Gaster, Nicolas 	
Mirrors 		2008	Aja, Alexandre 	4.14		s 	Alexandre, Maxime 	Baxter, 	
Mischief Night 		2006	Woolcock, Penny 	3.73	BRI 		Ryan, Robbie 	Parker, Michael 	
Misérables, les 		1995	Lelouch, Claude 	10.2	FRA 		Ceccaty, Philippe Pa 	Luze, Helene de 	
Misery 		1990	Reiner, Rob 	5.66	USA 		Sonnenfeld, Barry 	Leighton, Robert 	
Misfits, The 		1961	Huston, John 	9	USA 				
Miss Amerigua 		1994	Viera, Luis R. 	15.3			Nilson, Marten 		
Miss Congeniality 		2000	Petrie, Donald 	4.1	USA 		Kovacs, Laszlo 	Weber, Billy 	
Miss Congeniality 2: Armed & Fabulous 		2005	Pasquin, John 	3.61	USA 		Menzies, Jr, Peter 	Craven, Garth 	
Miss Firecracker 		1989	Schlamme, Thomas 	11.19	USA 		Albert, Arthur 	Frank, Peter C. 	
Miss Julie 		1999	Figgis, Mike 	9.7			Delhomme, Beno?t 	Wood, Matthew 	
Miss Lovely 		2012	Ahluwalia, Ashim 	11.34	IND 		Mohanan, K.U. 	Ahluwalia, Ashim 	
Miss Potter 		2006	Noonan, Chris 	4.36			Dunn, Andrew 	Sales, Robin 	
Miss Robin Hood 		1952	Guillermin, John 	7.6	BRI 		Grant, Arthur 	Del Campo, Manuel 	GR3
Miss Sadie Thompson 		1953	Bernhardt, Curtis 	9.4	USA 				RKO
Missing 		1982	Costa-Gavras 	12.07	USA 		Aronovitch, Ricardo 	Bonnot, Francoise 	UNI
Missing in Action 		1984	Zito, Joseph 	4.4	USA 		Fernandes, Joao 	Goodman & Lewenthal 	CAN
Missing in Action 2: the Beginning 		1985	Hool, Lance 	3.4	USA 		Stahl, Jorge 	Conte, M. & Manton, 	CAN
Missing, The 		2003	Howard, Ron 	3.25	USA 	s 	Totino, Salvatore 	Hanley, David P. & Hill, Mike 	REV
Mission Impossible III 		2006	Abrams, J.J. 	2.65	USA 		Mindel, Dan 	Brandon & Markey 	
Mission to Mars 		1999	De Palma, Brian 	6.1	USA 		Burum, Stephen H. 	Hirsch, Paul 	
Mission to Moscow 		1943	Curtiz, Michael 	7.5	USA 		Glennon, Bert 	Marks, Owen 	WAR
Mission, The 		1986	Joffé, Roland 	5.94		s 	Menges, Chris 	Clark, Jim 	
Mission: Impossible 		1996	De Palma, Brian 	4.3	USA 	s 	Burum, Stephen H. 	Hirsch, Paul 	PAR
Mission: Impossible 2 		1999	Woo, John 	2.3	USA 	s 	Kimball, Jeffrey L. 	Wagner, C. & Kemper, 	PAR
Missionary, The 		1982	Loncraine, Richard 	10.3	BRI 		Hannan, Peter 	Green, Paul 	
Mississippi Burning 		1988	Parker, Alan 	4.98	USA 		Biziou, Peter 	Hambling, Garry 	ORI
Mississippi Gambler, The 		1953	Maté, Rudolph 	9.1	USA 		Glassberg, Irving 	Curtis, Edward 	UNI
Missouri Breaks, The 		1976	Penn, Arthur 	5.04	USA 		Butler, Michael 	Greenberg, Rotter, A 	
Mister 880 		1950	Goulding, Edmund 	16.3	USA 		LaShelle, J. 	Fritch 	FOX
Mister Cinders 		1934	Zelnick, Fred 	9	BRI 				BIP
Mister Lonely 		2007	Korine, Harmony 	11.01	BRI 		Zyskind, Marcel 	Zucker, P. & Oskarsdottir, V. 	
Mister Roberts 		1955	Ford, J. & LeRoy, M. 	11.5	USA 	s 	Hoch, Winton 	Murray, Jack 	WAR
Mistress 		1992	Primus, Barry 	7.4	USA 		Kirsten, Sven 	Weisberg, Steven 	
Mitt Liv som Hund 	My Life as a Dog 	1985	Hallström, Lasse 	5.82	SWE 		Persson, Jorgen 	Furubrand & Linnman 	SFI
Mix Me a Person 		1962	Norman, Leslie 	13.7	BRI 		Moore, Ted 	Hosler, Ernest 	
Mixed Nuts 		1995	Ephron, Nora 	5.6	USA 		Nykvist, Sven 	Reitano, Robert 	TRI
Miyamoto Mushashi 	Swordsman, the 	1961	Uchida, Tomu 	15	JAP 	s 	Tsuboi, Makoto 		TOE
Mo' Money 		1992	MacDonald, Peter 	3.5	USA 		Burgess, Don 	Bouillerie, H. C. De 	COL
Mobsters 		1991	Karbelnikoff, Michael 	4.88	USA 		Koltai, Lajos 	Smith & D'Augustine 	UNI
Moby Dick 		1956	Huston, John 	6.42			Morris, Oswald 	Lloyd, Russell 	
Mod Squad, The 		1999	Silver, Scott 	4.2	USA 		Kuras, Ellen 	Harris, Dorian 	MGM
Model and the Marriage Broker, The 		1951	Cukor, George 	37.4	USA 		Krasner, Milton 	Simpson, Robert 	FOX
Modern Musketeer, A 		1917	Dwan, Allan 	4	USA 		Fleming, Victor 		
Modern Times 		1936	Chaplin, Charles 	7.5	USA 		Totheroh & Morgan 		UAC
Moderns, The 		1988	Rudolph, Alan 	8.6	USA 		Kurita, Toyomichi 	Smith, D. & Brock, S 	ALI
Mogambo 		1953	Ford, John 	6.51			Surtees & Young 	Clark, Frank 	
Moglie del prete, la 	Priest's Wife, The 	1970	Risi, Dino 	10.1			Contini, Alfio 	Gallitti, Alberto 	
Mohawk 		1956	Neumann, Kurt 	6.2	USA 				
Mojo 		1998	Butterworth, Jez 	6	BRI 		de Keyzer, Bruno 	Milward, Richard 	BBC
Mole People, The 		1956	Vogel, Virgil 	7.5	USA 		Carter, Ellis 	Birnbaum, Irving 	UNI
Moli?re 		2006	Tirard, Laurent 	4.33	FRA 		Henry, Gilles 	Despine, Valerie 	FRA
Moll Flanders 		1995	Densham, Pen 	7.55	USA 		Tattersall, David 	Travis, N. & Symonds, J. 	
Molly and Me 		1945	Selier, Lewis 	8.2	USA 		Clark, Charles 	McCafferty, John 	FOX
Molly Maguires, The 		1970	Ritt, Martin 	9.55	USA 	s 	Howe, James Wong 	Bracht, Frank 	PAR
Mollycoddle, The 		1920	Fleming, Victor 	5	USA 		McGann, W. & Thorpe, 		UA
M?me, la 	Vie en rose, la 	2007	Dahan, Olivier 	6.5			Nagata, Tetsuo 	Marizy, Richard 	
Moment of Innocence, A 		1996	Makhmalbaf, Mohsen 	22.8	IRA 		Kalari, Mahmoud 	Makhmalbaf, Mohsen 	
Mommie Dearest 		1981	Perry, Frank 	7.5	USA 		Lohmann, Paul 	Berger, Peter E. 	PAR
Mommy Market, The 		1994	Brelis, Tia 	5.2	USA 		Feitshans IV, Buzz 	Sehayek, Isaac 	
Mom's Got a Date with a Vampire 		2000	Boyum, Steve 	4.2	USA 	t 	Storey, Michael 	Cody, Alan 	DIS
Mon meilleur ami 	My Best Friend 	2006	Leconte, Patrice 	5.41	FRA 	s 	Dreujou, Jean Marie 	Hache, Jo?lle 	
Mon p?re avait raison 	My Father Was Right 	1936	Guitry, Sacha 	16.5	FRA 		Benoit, Georges 		
Mona Lisa 		1984	Jordan, Neil 	10.25	BRI 		Pratt, Roger 	Walker, Lesley 	HND
Mona Lisa Smile 		2003	Newell, Mike 	4.82	USA 		Michos, Anastas 	Audley, Mick 	
Monde presque paisible, un 	Almost Peaceful 	2002	Deville, Michel 	11.87	FRA 		Diot, André 	Sedlackova, Andrea 	
Monde sans pitié, un 		1989	Rochant, Eric 	12	FRA 		Novion, Pierre 	Darmon, Mich?le 	
Money for Nothing 		1993	Menendez, Ramon 	5.2	USA 	s 	Sigel, Tom 	Richardson, Nancy 	HOL
Money Mania 		1987	Fleischer, Richard 	5.3	USA 	s 			
Money Pit, The 		1985	Benjamin, Richard 	7.1	USA 		Willis, Gordon 	Cambas, Jacqueline 	
Money Talks 		1997	Ratner, Brett 	3.8	USA 		Carpenter & Primes 	Helfrich, Mark 	NLI
Money Train 		1995	Ruben, Joseph 	3.8	USA 		Lindley, John W. 	Bowers, G. & Pankow 	COL
Money, Women and Guns 		1958	Bartlett, Richard 	10	USA 	s 	Lathrop, Philip 	McCormack, Patrick 	UNI
Mongol 		2007	Bodrov, Sergei 	4.28		s 	Trofimov, Sergey & Stoffers, Rogier 	Staenberg, Zach & Oskarsdottir, Valdis 	
Monk Dawson 		1997	Waller, Tom 	4.89	BRI 		Hian, Teoh Gay 	Waller, Tom 	
Monk, The 		1972	Kyrou, Ado 	14.1			Vierny, Sacha 	Pluet, Eric 	
Monkey Business 		1931	McLeod, Norman Z. 	8.87	USA 		Todd, Arthur L. 		PAR
Monkey Business 		1952	Hawks, Howard 	13.85	USA 		Krasner, Milton 	Murphy, William B. 	FOX
Monkey Shines: An Experiment in Fear 	Ella 	1988	Romero, George A. 	4.2	USA 		Contner, James A. 	Bubner, Pasquale 	
Monkey Trouble 		1994	Amurri, Franco 	5.3	USA 		Tovoli, Luciano 	Lovejoy, R. & Peppe, 	NLI
Monkeybone 		2000	Selick, Henry 	3.3	USA 		Dunn, Andrew 	Warner, Poll, Smith, 	FOX
Monkeys, Go Home! 		1966	McLagen, Andrew V. 	4.9	USA 		Snyder, Wiliam 	Henry, Marsh 	DIS
Monsieur Lazhar 		2011	Falardeau, Philippe 	8.46	CAN 	s 	Plante, Ronald 	Lafleur, Stephane 	
Monsieur Vincent 		1947	Cloche, Maurice 	16.5	FRA 		Renoir, Claude 		
Monsoon Wedding 		2001	Nair, Mira 	4.3			Quinn, Declan 	Johnson, Allyson C. 	
Monster 		2003	Jenkins, Patty 	4.97	USA 		Bernstein, Steven 	Kurson, J. & Coburn, 	
Monster and the Girl, The 		1941	Heisler, Stuart 	5.8	USA 		Milner, Victor 	Douglas, Everett 	PAR
Monster Squad, The 		1987	Dekker, Fred 	4.05	USA 	s 	May, Bradford 	Mitchell, James 	HWD
Monster that Challenged the World, The 		1957	Laven, Arnold 	7.2	USA 		White, Lester 	Faure, John D. 	
Monster, Inc. 		2001	Docter, Peter 	3.83	USA 				DIS
Monster, The 		1975	Sasdy, Peter 	7	BRI 		Talbot, Kenneth 	Palmer, Keith 	
Monster-In-Law 		2005	Luketic, Robert 	3.67	USA 		Carpenter, Russell 	Hill, O. & Tent, K. 	NLI
Monsters 		2010	Edwards, Gareth 	4.51	BRI 	s 	Edwards, Gareth 	Goudie, Colin 	
Monster's Ball 		2001	Forster, Marc 	7.1	USA 		Schaefer, Roberto 	Chessé, Matt 	LGA
Monte Carlo or Bust 		1969	Annakin, Ken 	5		s 	Pogany, Gabor 	Taylor, Peter 	PAR
Monte Walsh 		1970	Fraker, William A. 	6.2	USA 	s 	Walsh, David M. 	Brockway, Wolfe, Dan 	
Montenegro 		1981	Makavejev, Dusan 	11.9			Pinter, Tomislav 	Ingemarsson, Sylvia 	
Month by the Lake, A 		1994	Irvin, John 	6.2			De Santis, Pasqualin 	Tanner, Peter 	
Monty Python's Life of Brian 		1979	Jones, Terry 	6	BRI 		Biziou, Peter 	Doyle, Julian 	HAN
Monty Python's The Meaning of Life 		1983	Jones, Terry 	7.4	BRI 		Hannan, Peter 	Doyle, Julian 	
Moolaade 		2004	Sembene, Ousame 	6.96			Gentil, Dominique 	Raiss, Abdellatif 	
Moon 		2008	Jones, Duncan 	4.94	BRI 	s 	Shaw, Gary 	Gaster, Nicolas 	
Moon is Blue, The 		1953	Preminger, Otto 	15.91	USA 		Laszlo, Ernest 	Ludwig, O. & Sinclair, R. 	
Moon is Down, The 		1943	Pichel, Irving 	9.4	USA 		Miller, Arthur 	Loeffler, Louis 	FOX
Moon Over Miami 		1941	Lang, Walter 	9.8	USA 		Marley, Shamroy, Dav 	Thompson, Walter 	FOX
Moonfleet 		1955	Lang, Fritz 	10	USA 				
Moonlight Mile 		2002	Silberling, Brad 	5.64	USA 		Papamichael, Phedon 	Churgin, Lisa Zeno 	TOU
Moonraker 		1979	Gilbert, Lewis 	3.41	BRI 	s 	Tournier, Jean 	Glen, John 	
Moonraker, The 		1957	MacDonald, David 	7.99	BRI 		Greene, Max 	Best, Richard 	ABP
Moonrise 		1948	Borzage, Frank 	13.3	USA 		Russell, John L. 	Keller, Harry 	REP
Moonrise Kingdom 		2012	Anderson, Wes 	5.83	USA 		Yeoman, Robert 	Weisblum, Andrew 	
Moon-Spinners, The 		1964	Neilson, James 	6.35	USA 		Beeson, Paul 	Stone, Gordon 	DIS
Moonwalker 		1988	Kramer, J. & Chilvers, C. 	3.3	USA 		Ackerman, Colins, El 	Sinoway, M. & Beldin 	
More Than Just a Game 		2007	Ahmed, Junaid 	4.27	SAF 		Biccari, Julio 	Golden, Melanie Jankes 	
Morgan - A Suitable Case for Treatment 		1966	Reisz, Karel 	6.6	BRI 		Turpin, Gerry 	Priestley, Tom 	
Morgan the Pirate 		1960	Toth, Andre de 	5	USA 	s 			
Morning Departure 		1950	Baker, Roy Ward 	8.42	BRI 		Dickinson, Desmond 	Osbiston, Alan 	
Morning Glory 		1933	Sherman, Lowell 	13.15	USA 		Glennon, Bert 	Hamilton, William 	RKO
Morocco 		1930	Sternberg, Josef von 	11	USA 				
Morons from Outer Space 		1985	Hodges, Mike 	4.6	BRI 		Meheux, Phil 	Boyle, Peter 	
Mortal Kombat 		1995	Anderson, Paul W.S. 	3.1	USA 		Leonetti, John R. 	Hunter, Martin 	NLI
Mortal Kombat 2: Annihilation 		1997	Leonetti, John R. 	2.3	USA 		Leonetti, Matthew F. 	Prior, Peck 	NLI
Mortal Passions 		1989	Lane, Andrew 	7	USA 				
Mortal Storm, The 		1940	Borzage, Frank 	10	USA 				
Mortal Thoughts 		1991	Rudolph, Alan 	7.24	USA 		Davis, Elliot 	Walls, Tom 	
Mortgage 		1989	Bennett, Bill 	23.9	AUS 		Arnold, Steve 	Bennett, Sara 	
Morvern Callar 		2001	Ramsey, Lynne 	8.7			Kuchler, Alwin 	Zucchetti, Lucia 	
Moscow on the Hudson 		1984	Mazursky, Paul 	8.29	USA 		McAlpine, Donald 	Halsey, Richard 	COL
Mosquito Coast, The 		1986	Weir, Peter 	5.52	USA 	s 	Seale, John 	Noble, Thom 	
Mosquito Squadron 		1968	Sagal, Boris 	7	USA 				
Most Wanted 		1997	Hogan, David Glenn 	3.8	USA 		Reshovsky, Marc 	Duthie, M & Helfrich 	NLI
Mostly Martha 		2001	Nettelbeck, Sandra 	10.57			Bertl, Michael 	Bauer, Mona 	
Motel Hell 		1980	Connor, Kevin 	5.2	USA 		Del Ruth, Thomas 	Gribble, Bernard 	
Mother 		1996	Brooks, Albert 	7	USA 		Koltai, Lajos 	Rosenstock, Harvey 	PAR
Mother India 		1957	Khan, Mehboob 	8	IND 		Irani, Faredoon 	Kadri, Shamsudin 	
Mother Night 		1996	Gordon, Keith 	17.2	USA 		Richmond, Tom 	Rabinowitz, Jay 	NLI
Mother Wore Tights 		1947	Lang, Walter 	12.8	USA 		Jackson, Harry 	Webb, J. Watson 	FOX
Mother, Jugs and Speed 		1976	Yates, Peter 	7.5	USA 		Woolsey, Ralph 	Keller, Frank 	
Mother, The 		2003	Michell, Roger 	7.6	BRI 		Kuchler, Alwin 	Gaster, Nicolas 	BBC
Mothman Prophecies, The 		2001	Pellington, Mark 	4	USA 		Murphy, Fred 	Berdan, Brian 	LSH
motifs anonymes, les 	Romantics Anonymous 	2010	Améris, Jean-Pierre 	4.5	FRA 	s 	Simon, Gérard 	Bourgueuil, Philippe 	
Motorcycle Diaries, The 		2004	Salles, Walter 	6.49			Gautier, Eric 	Rezende, Daniel 	
Motorcycle Gang 		1957	Cahn, Edward L. 	8.1	USA 				AIN
Mouchette 		1966	Bresson, Robert 	7.77	FRA 		Cloquet, Ghislain 	Lamy, Raymond 	
Moulin Rouge 		1928	Dupont, E.A. 	4.9	BRI 		Brandes, Werner 		BIP
Moulin Rouge 		1952	Huston, John 	9.49			Morris, Oswald 	Kemplen, Ralph 	
Moulin Rouge! 		2001	Luhrmann, Baz 	1.9			McAlpine, Donald 	Bilcock, Jill 	
Mountain Road, The 		1960	Mann, Daniel 	9.8	USA 		Guffey, Burnett 	Curtiss, Edward 	COL
Mountain, The 		1956	Dmytryk, Edward 	10.9	USA 		Planer, Frantz 	Bracht, Frank 	PAR
Mountains of the Moon 		1989	Rafelson, Bob 	6.5	USA 		Deakins, Roger 	Noble, Thom 	
Mourning Becomes Electra 		1947	Nichols, Dudley 	13	USA 		Barnes, George 	Gross, C. & House, C 	RKO
Mouse Hunt 		1997	Verbinski, Gore 	3.4	USA 		Papamichael, Phedon 	Wood, Craig 	DRE
Mouse on the Moon, The 		1963	Lester, Richard 	6.24	BRI 		Cooper, Wilkie 	Lenny, Bill 	
Mouse That Roared, The 		1959	Arnold, Jack 	6.88			Wilcox, John 	Poulton, Raymond 	COL
Moutarde me monte au nez, la 		1974	Zidi, Claude 	4.5	FRA 	s 	Decae, Henri 	Isnardon, Robert 	
Move Over, Darling 		1963	Gordon, Michael 	8.88	USA 	s 	Fapp, Daniel 	Simpson, Robert 	FOX
Mr & Mrs Smith 		2005	Liman, Doug 	3.69	USA 	s 	Bazelli, Bojan 	Tronick, Michael 	REG
Mr 3000 		2004	Stone III, Charles 	3.77	USA 		Hurlbut, Shane 	Pankow, Bill 	TOU
Mr. & Mrs. '55 		1955	Dutt, Guru 	11.6	IND 		Murthy, V.K. 	Chawan, Y. G. 	
Mr. & Mrs. Bridge 		1990	Ivory, James 	7.4			Pierce-Roberts, Tony 	Dixon, Humphrey 	MIV
Mr. & Mrs. Iyer 		2002	Sen, Aparna 	12.1	IND 		Ghose, Goutam 	Maitra, Rabiranjan 	
Mr. & Mrs. Smith 		1941	Hitchcock, Alfred 	7.8	USA 		Stradling, Harry 	Hamilton, William 	RKO
Mr. Baseball 		1992	Schepisi, Fred 	4.51	USA 		Baker, Ian 	Honess, Peter 	UNI
Mr. Bean's Holiday 	Mr. Bean's Vacation 	2007	Bendelack, Steve 	3.77			Irvine, Baz 	Cranstoun, Tony 	
Mr. Belvedere Rings the Bell 		1951	Koster, Henry 	17.4	USA 		La Shelle, Joseph 	Murphy, William B. 	FOX
Mr. Blandings Builds His Dream House 		1948	Potter, H.C. 	9.2	USA 		Howe, James Wong 	Marker, Harry 	RKO
Mr. Chedworth Steps Out 		1939	Hall, Ken G. 	7.2	AUS 		Heath, George 	Shepherd, William 	CSP
Mr. Deeds 		2002	Brill, Steven 	2.9	USA 		Collister, Peter Lyo 	Gourson, Jeff 	NLI
Mr. Deeds Goes To Town 		1936	Capra, Frank 	7	USA 		Walker, Joseph 	Havlick, Gene 	COL
Mr. Hobbs Takes a Vacation 		1962	Koster, Henry 	10.33	USA 	s 	Mellor, William C. 	Fowler, Marjorie 	FOX
Mr. Holland's Opus 		1995	Herek, Stephen 	6.1	USA 		Wood, Oliver 	Ship, Trudy 	HOL
Mr. Jealousy 		1997	Baumbach, Noah 	8.4	USA 		Bernstein, Steven 	Gibson, J. Kathleen 	
Mr. Jones 		1993	Figgis, Mike 	6.28	USA 		Anchia, Juan Ruiz 	Rolf, Tom 	TRI
Mr. Love 		1985	Battersby, Roy 	10.6	BRI 		Tickner, Clive 	Cumner-Price, Alan 	ENI
Mr. Lucky 		1943	Potter, H.C. 	7.5	USA 		Barnes, George 	Warth, Theron 	RKO
Mr. Magoo 		1997	Tong, Stanley 	3.1	USA 		Ma, Jingle 	Pappé, Stuart 	DIS
Mr. Magorium's Wonder Emporium 		2007	Halm, Zach 	4.12	USA 	s 	Osin, Roman 	Plisco, Sabrina 	
Mr. Moto Takes a Chance 		1938	Foster, Norman 	5	USA 		Miller, Virgil 	DeMaggio, Nick 	FOX
Mr. Muggs Rides Again 		1945	Fox, Wallace 	13.7	USA 		Morgan, Ira 	Austin, William 	MON
Mr. Nice 		2010	Rose, Bernard 	4.65			Rose, Bernard 	Rose, Bernard & Font, Teresa 	
Mr. Nice Guy 		1996	Hung, Samo 	2.7	HKO 		Lam, Raymond 	Duthie, M. & Cheung, 	GHA
Mr. North 		1988	Huston, Danny 	6.8	USA 		Vidgeon, Robin 	Silvi, Roberto 	
Mr. Peabody and the Mermaid 		1948	Pichel, Irving 	8	USA 		Metty, Russell 	Fowler, Marjorie 	
Mr. Popper's Penguins 		2011	Waters, Mark 	3.89	USA 		Ballhaus, Florian 	Green, Bruce 	
Mr. Reliable 		1996	Tass, Nadia 	5.6	AUS 		Parker, David 	Carrodus, Peter 	
Mr. Satan 		1937	Woods, Arthur 	8	BRI 			Fisher, Terence 	WBT
Mr. Saturday Night 		1992	Crystal, Billy 	6.09	USA 		Peterman, Don 	Beyda, Kent 	CRO
Mr. Skeffington 		1944	Sherman, Vincent 	6.5	USA 				
Mr. Smith Goes to Washington 		1939	Capra, Frank 	5.91	USA 		Polito, Sol 	Havlick, G. & Clark, A. 	COL
Mr. Woodcock 		2007	Gillespie, Craig 	3.06	USA 		Reiker, Tami 	Baumgarten, A. & Tent, K. 	
Mr. Wrong 		1985	Preston, Gaylene 	11.9	NZ 		Burstyn, Thom 	Reece, Simon 	
Mrs. Brown 		1997	Madden, John 	6.1			Greatrex, Richard 	Sales, Robin 	
Mrs. Caldicot's Cabbage War 		2000	Sharp, Ian 	5.4	BRI 		Gibson, Sue 	Hambling, Gerry 	
Mrs. Dalloway 		1997	Gorris, Marleen 	6.8			Gibson, Sue 	Reichwein, Michael 	
Mrs. Doubtfire 		1993	Columbus, Chris 	4.59	USA 	s 	McAlpine, Donald 	Gosnell, Raja 	FOX
Mrs. Henderson Presents 		2005	Frears, Stephen 	5.41	BRI 		Dunn, Andrew 	Zucchetti, Lucia 	
Mrs. Miniver 		1942	Wyler, William 	11.78	USA 		Ruttenberg, Joseph 	Kress, Harold F. 	MGM
Mrs. Munck 		1995	Ladd, Diane 	7.3	USA 		Glennon, James 	Hoy, Maisie 	
Mrs. Palfrey at the Claremont 		2005	Ireland, Dan 	5.39	BRI 		Rocha, Claudio 	Galt, N. & Katz, V. 	
Mrs. Parker and the Vicious Circle 		1994	Rudolph, Alan 	16.5	USA 		Kiesser, Jan 	Elmiger, Suzy 	MMX
Mrs. Pollifax - Spy 		1970	Martinson, Leslie 	6.4	USA 		Biroc, Joe 	Milford, G. & Bohara 	UA
Mrs. Winterbourne 		1996	Benjamin, Richard 	5	USA 		Nepomniaschy, Alex 	Cambas & Fletcher 	
Müde Tod, Der 	Destiny 	1921	Lang, Fritz 	7.5	GER 				
Mudlark, The 		1950	Negulesco, Jean 	8.7	BRI 		Perinal, Georges 	Myers, Thelma 	FOX
Muerte de un ciclista 	Death of a Cyclist 	1955	Bardem, J.A. 	10.9	SPA 		Fraile, Alfredo 	Ochoa, Margarita 	
Muhje jeene do 		1963	Bhattacharya, Moni 	7.9	IND 		Bhattacharjee, A. 	Dhaimade, Das 	
Mulholland Falls 		1996	Tamahori, Lee 	5.8	USA 		Wexler, Haskell 	Menke, Sally 	
Multiplicity 		1996	Ramis, Harold 	6.6	USA 	s 	Kovaks, Laszlo 	Herring, Pem & Craig 	COL
Mummy Returns, The 		2001	Sommers, Stephen 	2.7	USA 	s 	Biddle, Adrian 	Ducsay & Matsumoto 	UNI
Mummy, The 		1932	Freund, Karl 	9	USA 				
Mummy, The 		1999	Sommers, Stephen 	3.5	USA 	s 	Biddle, Adrian 	Ducsay & Matsumoto 	UNI
Mummy: Tomb of the Dragon Emeperor, The 		2008	Cohen, Rob 	2.39		s 	Duggan, Simon 	Matsumoto, K. & Negrin, J. 	
Mummy's Ghost, The 		1944	LeBorg, Reginald 	7.2			Sickner, William 	Goodkind, Saul 	UNI
Mummy's Hand, The 		1940	Cabanne, Christy 	8	USA 		Bredell, Elwood 	Cahn, Philip 	UNI
Mummy's Shroud, The 		1966	Gilling, John 	7.2	BRI 		Grant, Arthur 	Barnes, Chris 	HAM
Munchie Strikes Back 		1994	Wynorski, Jim 	4.1	USA 		Fauntleroy, Don E. 	Katkin, Brian 	
Munchies 		1987	Hirsch, Bettina 	5.2	USA 		West, Jonathan 	Stewart, James A. 	
Munich 		2005	Spielberg, Steven 	7.45	USA 		Kaminski, Janusz 	Kahn, Michael 	
Munimji 	Accountant, The 	1955	Mukherjee, Subodh 	9.7	IND 		Braganza, Marshall 	Pai, D.N. & Pundlik 	
Munnabhai M B B S 		2003	Hirani, Rajkumar 	4.2	IND 	s 	Pradhan, Birlod 	Hirani, Rajkumar 	
Muppet Christmas Carol, A 		1992	Henson, Brian 	5.44			Fenner, John 	Jablow, Michael 	
Muppet Treasure Island 		1996	Henson, Brian 	4.3	USA 		Fenner, John 	Jablow, Michael 	
Muppets from Space 		1999	Hill, Tim 	4.5			Caso, Alan 	Stevenson & Pearson 	
Muppets Take Manhattan, The 		1984	Oz, Frank 	7.7	USA 		Paynter, Robert 	Lottman, Evan 	TRI
Muqaddar ka Sikandar 	King of Fate 	1978	Mehra, Prakash 	6.7	IND 	s 	Satyen, N. 		
Murder 		1931	Hitchcock, Alfred 	14	BRI 		Cox, Jack 	Ruelle, Emile de 	
Murder Ahoy! 		1964	Pollock, George 	9.06	BRI 		Dickinson, Desmond 	Walter, Ernest 	MGM
Murder at 1600 		1997	Little, Dwight H. 	3.6	USA 		Bernstein, Steven 	Weber, B. & Jones, L 	WAR
Murder at the Gallop 		1963	Pollock, George 	7.71	BRI 		Ibbetson, Arthur 	Rule, Bert 	
Murder By Contract 		1958	Lerner, Irving 	11	USA 		Ballard, Lucien 	Lodato, Carlo 	
Murder by Death 		1976	Moore, Robert 	7.53	USA 		Walsh, David M. 	Burnett, John F. 	COL
Murder by Decree 		1978	Clark, Bob 	8.9			Morris, Reginald E. 	Cole, Stan 	
Murder by Numbers 		2002	Schroeder, Barbet 	5.2	USA 		Tovoli, Luciano 	Percy, Lee 	CRO
Murder in Mind 		1996	Morahan, Andrew 	4.28	USA 		Aronson, John 	MacArthur, Andrea 	
Murder in the First 		1994	Rocco, Marc 	9.3	USA 		Murphy, Fred 	Livingstone, Russell 	
